,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.0001,32,4,1,0.10000000000000001,0,0,0,0,0,0,0,0,30,0.85570000000000002,0.80300000000000005,0.995,0.87670000000000003,0.3397,0.39269999999999999,0.86429999999999996,58600,4468.1916000000001,0.07624900341296928,
,,0.0001,32,4,1,0.10000000000000001,1,0,0,0,0,0,0,0,21,0.85070000000000001,0.80289999999999995,0.995,0.87419999999999998,0.34129999999999999,0.3921,0.86380000000000001,58600,4457.1376,0.07606036860068259,
,,0.0001,32,4,1,0.10000000000000001,2,0,0,0,0,0,0,0,15,0.82589999999999997,0.75519999999999998,1,0.86519999999999997,0.34139999999999998,0.39190000000000003,0.83460000000000001,58600,4473.3227999999999,0.076336566552901025,
,,0.0001,32,4,1,0.10000000000000001,0,1,0,0,0,0,0,0,29,0.86070000000000002,0.83040000000000003,1,0.86870000000000003,0.33939999999999998,0.38769999999999999,0.87929999999999997,58600,4472.9763999999996,0.076330655290102384,
,,0.0001,32,4,1,0.10000000000000001,1,1,0,0,0,0,0,0,23,0.83079999999999998,0.78720000000000001,1,0.86660000000000004,0.33800000000000002,0.38969999999999999,0.85409999999999997,58600,4473.3423000000003,0.076336899317406143,
,,0.0001,32,4,1,0.10000000000000001,2,1,0,0,0,0,0,0,24,0.82089999999999996,0.76939999999999997,1,0.86990000000000001,0.33929999999999999,0.3926,0.84409999999999996,58600,4473.6839,0.076342728668941984,
,,0.0001,32,4,1,0.10000000000000001,0,10,0,0,0,0,0,0,14,0.84079999999999999,0.78979999999999995,1,0.87419999999999998,0.3362,0.39040000000000002,0.85719999999999996,58600,4493.5154000000002,0.076681150170648471,
,,0.0001,32,4,1,0.10000000000000001,1,10,0,0,0,0,0,0,30,0.81089999999999995,0.75660000000000005,0.995,0.86639999999999995,0.33979999999999999,0.38740000000000002,0.8347,58600,4468.6821,0.076257373720136523,
,,0.0001,32,4,1,0.10000000000000001,2,10,0,0,0,0,0,0,26,0.87060000000000004,0.8246,0.98999999999999999,0.87739999999999996,0.33710000000000001,0.3921,0.87580000000000002,58600,4473.3038999999999,0.076336244027303754,
,,0.0001,32,4,1,0.10000000000000001,0,100,0,0,0,0,0,0,23,0.82589999999999997,0.78220000000000001,1,0.87329999999999997,0.33800000000000002,0.39169999999999999,0.85250000000000004,58600,4478.5127000000002,0.076425131399317406,
,,0.0001,32,4,1,0.10000000000000001,1,100,0,0,0,0,0,0,30,0.82089999999999996,0.7571,1,0.87290000000000001,0.33989999999999998,0.39100000000000001,0.83730000000000004,58600,4494.7146000000002,0.076701614334470994,
,,0.0001,32,4,1,0.10000000000000001,2,100,0,0,0,0,0,0,24,0.85570000000000002,0.81530000000000002,1,0.87529999999999997,0.3412,0.3891,0.87219999999999998,58600,4470.3332,0.076285549488054605,
